FechaObservacion,ValorObservado
2009-02-03 00:00:00,76.0
2009-02-04 00:00:00,85.0
2009-02-05 00:00:00,86.0
2009-02-06 01:00:00,84.0
2009-02-07 00:00:00,80.0
2009-02-08 00:00:00,83.0
2009-02-09 00:00:00,85.0
2009-02-10 00:00:00,88.0
2009-02-11 00:00:00,83.0
2009-02-12 00:00:00,76.0
2009-02-13 00:00:00,81.0
2009-02-14 00:00:00,85.0
2009-02-15 00:00:00,72.0
2009-02-16 00:00:00,86.0
2009-02-17 00:00:00,82.0
2009-02-18 00:00:00,85.0
2009-02-19 00:00:00,78.0
2009-02-20 00:00:00,81.0
2009-02-21 00:00:00,83.0
2009-02-22 00:00:00,75.0
2009-02-23 00:00:00,73.0
2009-02-24 00:00:00,86.0
2009-02-25 00:00:00,87.0
2009-02-26 00:00:00,87.0
2009-02-27 00:00:00,86.0
2009-02-28 00:00:00,87.0
2009-03-01 00:00:00,87.0
2009-03-02 00:00:00,88.0
2009-03-03 00:00:00,88.0
2009-03-04 00:00:00,87.0
2009-03-05 00:00:00,85.0
2009-03-06 00:00:00,84.0
2009-03-07 00:00:00,83.0
2009-03-08 00:00:00,80.0
2009-03-09 00:00:00,74.0
2009-03-10 00:00:00,77.0
2009-03-11 00:00:00,82.0
2009-03-12 00:00:00,84.0
2009-03-13 00:00:00,86.0
2009-03-14 00:00:00,87.0
2009-03-15 00:00:00,85.0
2009-03-16 00:00:00,81.0
2009-03-17 00:00:00,87.0
2009-03-18 00:00:00,86.0
2009-03-19 00:00:00,87.0
2009-03-20 00:00:00,87.0
2009-03-21 00:00:00,88.0
2009-03-22 00:00:00,88.0
2009-03-23 00:00:00,88.0
2009-03-24 00:00:00,86.0
2009-03-25 00:00:00,89.0
2009-03-26 00:00:00,87.0
2009-03-27 00:00:00,87.0
2009-03-28 00:00:00,89.0
2009-03-29 19:00:00,86.0
2009-03-30 00:00:00,89.0
2009-03-31 17:00:00,80.0
2009-04-21 08:00:00,89.0
2009-04-22 00:00:00,90.0
2009-04-23 00:00:00,89.0
2009-04-24 00:00:00,86.0
2009-04-25 00:00:00,86.0
2009-04-26 00:00:00,85.0
2009-04-27 00:00:00,89.0
2009-04-28 00:00:00,88.0
2009-04-29 00:00:00,85.0
2009-04-30 00:00:00,89.0
2009-05-01 00:00:00,88.0
2009-05-02 00:00:00,89.0
2009-05-03 00:00:00,89.0
2009-05-04 00:00:00,91.0
2009-05-05 00:00:00,90.0
2009-05-06 00:00:00,88.0
2009-05-07 00:00:00,88.0
2009-05-08 00:00:00,89.0
2009-05-09 00:00:00,92.0
2009-05-10 00:00:00,90.0
2009-05-11 00:00:00,79.0
2009-05-12 00:00:00,89.0
2009-05-13 00:00:00,89.0
2009-05-14 00:00:00,90.0
2009-05-15 00:00:00,90.0
2009-05-16 00:00:00,90.0
2009-05-17 00:00:00,89.0
2009-05-18 00:00:00,90.0
2009-05-19 00:00:00,90.0
2009-05-20 00:00:00,89.0
2009-05-21 00:00:00,86.0
2009-05-22 00:00:00,87.0
2009-05-23 00:00:00,88.0
2009-05-24 00:00:00,87.0
2009-05-25 00:00:00,86.0
2009-05-26 00:00:00,86.0
2009-05-27 00:00:00,87.0
2009-05-28 00:00:00,88.0
2009-05-29 00:00:00,89.0
2009-05-30 00:00:00,88.0
2009-05-31 00:00:00,87.0
2009-06-01 00:00:00,88.0
2009-06-02 00:00:00,84.0
2009-06-03 00:00:00,88.0
2009-06-04 00:00:00,89.0
2009-06-05 00:00:00,87.0
2009-06-06 00:00:00,91.0
2009-06-07 00:00:00,89.0
